xtf_id,UID,Nummer,Abkuerzung,Name_oeV,Name_HR,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_BearbeitungsDatum,Gueltigkeit_Stand
ch14uvag00001044,,2182,,L'Epervier-Europabus,L'Epervier-Europabus,18000101,,20220331,20220508
ch14uvag00001215,,2507,,Anton Klimcik,Anton Klimcik,18000101,,20220331,20220508
ch14uvag00249216,,20471,#LEER,Weibel Getränke AG,Weibel Getränke AG,18000101,,20220331,20220508
ch14uvag00225178,ATU66788906,3097,SMILL,S-Milling Technologies GmbH,S-Milling Technologies GmbH,18000101,,20220331,20220508
ch14uvag00001142,,2427,,Werner Reisen,Werner Reisen,18000101,,20220331,20220508
ch14uvag00000401,,642,BSB,Bodensee-Schiffsbetriebe GmbH,Bodensee-Schiffsbetriebe GmbH,18000101,,20220331,20220508
ch14uvag00107815,,2918,EWCC,Ewals Cargo Care N.V.,Ewals Cargo Care N.V.,18000101,,20220331,20220508
ch14uvag00001149,,2434,,Ferdinand Roland,Ferdinand Roland,18000101,,20220331,20220508
ch14uvag00001249,,2543,,Autocars Martin,Autocars Martin,18000101,,20220331,20220508
ch14uvag00166348,,2716,,FlixBus CEE North GmbH,FlixBus CEE North GmbH,18000101,,20220331,20220508
ch14uvag00001208,,2500,,Daftour,Daftour,18000101,,20220331,20220508
ch14uvag00001041,,2177,,AD Autoprevoz Banja Luka,AD Autoprevoz Banja Luka,18000101,,20220331,20220508
ch14uvag00001052,,2205,,Habib Turizam Izvoz-uvoz D.O.O.,Habib Turizam Izvoz-uvoz D.O.O.,18000101,,20220331,20220508
ch14uvag00001223,,2515,,Sena Srl,Sena Srl,18000101,,20220331,20220508
ch14uvag00166351,,3073,PRW,Progress Railways s.r.o.,Progress Railways s.r.o.,18000101,,20220331,20220508
ch14uvag00001177,,2465,,Croatia Zovko Bus d.o.o.,Croatia Zovko Bus d.o.o.,18000101,,20220331,20220508
ch14uvag00000412,CHE-108.955.044,303,BVB,Basler Verkehrs-Betriebe (BVB),Basler Verkehrs-Betriebe (BVB),18000101,,20220331,20220508
ch14uvag00001207,,2499,,Slovenska Autobusova Doprava Poprad,Slovenska Autobusova Doprava Poprad,18000101,,20220331,20220508
ch14uvag00000973,,2860,WCB,Wagoncare BV,Wagoncare BV,18000101,,20220331,20220508
ch14uvag00001193,,2485,,Baltour S.r.l.,Baltour S.r.l.,18000101,,20220331,20220508
ch14uvag00000582,CHE-105.844.980,3004,KKS,Kibag Kies Seewen AG,Kibag Kies Seewen AG,19730710,,20220331,20220508
ch14uvag00107816,,3018,OCG,Oceanogate Italia SpA,Oceanogate Italia SpA,18000101,,20220331,20220508
ch14uvag00000953,CHE-114.462.293,2804,VEhE,Verein Erhalt historische Elektrolokomotive Ae 6/6,Verein Erhalt historische Elektrolokomotive Ae 6/6,20080819,,20220331,20220508
ch14uvag00249217,,9839,STSH,Stadt Schaffhausen,Stadt Schaffhausen,18000101,,20220331,20220508
ch14uvag00001336,,9995,,Autolinee Reni,Autolinee Reni,18000101,,20220331,20220508
ch14uvag00249218,,6011,,"FlixBus Portugal, Unipessoal, LDA","FlixBus Portugal, Unipessoal, LDA",18000101,,20220331,20220508
ch14uvag00249219,,20409,#LEER,LANDI Buchsi,LANDI Buchsi,18000101,,20220331,20220508
ch14uvag00249220,,3127,AVEXP,Associazione Verbano Express,Associazione Verbano Express,18000101,,20220331,20220508
ch14uvag00000293,CHE-101.546.816,2922,ACTSB,ACTS Abroll-Container-Transport-Service AG,ACTS Abroll-Container-Transport-Service AG,19881228,,20220331,20220508
ch14uvag00000740,CHE-105.956.490,154,RhB FR VR,Rhätische Bahn AG  (RhB),Rhätische Bahn AG  (RhB),18000101,,20220331,20220508
ch14uvag00001145,,2430,,SATRA Eberhardt GmbH,SATRA Eberhardt GmbH,18000101,,20220331,20220508
ch14uvag00165866,,2703,,Trans Bus GmbH,Trans Bus GmbH,18000101,,20220331,20220508
ch14uvag00000792,CHE-107.112.014,2964,SEAG,Schweizer Electronic AG,Schweizer Electronic AG,20011130,,20220331,20220508
ch14uvag00249221,,20124,#HALTER,Halter AG Wil,Halter AG Wil,18000101,,20220331,20220508
ch14uvag00001202,,2494,,Ecolines Estonia OU,Ecolines Estonia OU,18000101,,20220331,20220508
ch14uvag00249222,,20515,#LEER,Siemens Schweiz AG,Siemens Schweiz AG,18000101,,20220331,20220508
ch14uvag00165860,,2074,,Prevoz-Turist,Prevoz-Turist,18000101,,20220331,20220508
ch14uvag00107878,,2643,,Omnibus-Reisedienst Der Tempelhofer" KG A. Ach GmbH & Co.",Omnibus-Reisedienst Der Tempelhofer" KG A. Ach GmbH & Co.",18000101,,20220331,20220508
ch14uvag00001146,,2431,,Eduard Merth,Eduard Merth,18000101,,20220331,20220508
ch14uvag00001305,,2601,,Neobas d.o.o.,Neobas d.o.o.,18000101,,20220331,20220508
ch14uvag00166317,,3060,SBBCI,SBB Cargo Italia S.r.l.,SBB Cargo Italia S.r.l.,18000101,,20220331,20220508
ch14uvag00001294,,2590,,Jochen Germann,Jochen Germann,18000101,,20220331,20220508
ch14uvag00000596,CHE-106.996.339,598,LBB,Belalp Bahnen AG,Belalp Bahnen AG,18000101,,20220331,20220508
ch14uvag00001197,,2489,,Alves Voyages,Alves Voyages,18000101,,20220331,20220508
ch14uvag00000595,CHE-443.047.638,2949,LBA,Logistik Basis der Armee,Schweiz. Eidgenossenschaft,18000101,,20220331,20220508
ch14uvag00001209,,2501,,Slovenska Autobusova Doprava,Slovenska Autobusova Doprava,18000101,,20220331,20220508
ch14uvag00165858,,1329,TDEV74,"Transdev Haute Savoie, SARL ","Transdev Haute Savoie, SARL ",18000101,,20220331,20220508
ch14uvag00001087,,2317,,Eltra,Eltra,18000101,,20220331,20220508
ch14uvag00001224,,2516,,DRD d.o.o.,DRD d.o.o.,18000101,,20220331,20220508
ch14uvag00001140,,2425,,Gümpel Reisen,Gümpel Reisen,18000101,,20220331,20220508
ch14uvag00001107,,2373,,Europa-Export,Europa-Export,18000101,,20220331,20220508
ch14uvag00000809,,2037,SITA,Autoservizi SITA S.p.A.,Autoservizi SITA S.p.A.,18000101,,20220331,20220508
ch14uvag00001083,,2309,,Ditta Patane Anna Maria,Ditta Patane Anna Maria,18000101,,20220331,20220508
ch14uvag00165698,,2689,,ARC Reisen GmbH,ARC Reisen GmbH,18000101,,20220331,20220508
ch14uvag00001236,,2529,,Er Kona Eood,Er Kona Eood,18000101,,20220331,20220508
ch14uvag00166353,CHE-377.316.675,1335,TIAG,Tourismus-Investitions AG Eischoll,Tourismus-Investitions AG Eischoll,20170329,,20220331,20220508
ch14uvag00001246,,2540,,Orbix s.r.o.,Orbix s.r.o.,18000101,,20220331,20220508
ch14uvag00001074,,2270,,Angelo e Raffaele Cuffaro & C. srl,Angelo e Raffaele Cuffaro & C. srl,18000101,,20220331,20220508
ch14uvag00001159,,2444,,Strasburg Trans GmbH und Co KG,Strasburg Trans GmbH und Co KG,18000101,,20220331,20220508
ch14uvag00001063,,2240,,Sociedad de Transportes S.L. (Socitransa),Sociedad de Transportes S.L. (Socitransa),18000101,,20220331,20220508
ch14uvag00166354,,2719,,BIG SIM d.o.o.,BIG SIM d.o.o.,18000101,,20220331,20220508
ch14uvag00001238,,2531,,Georgiev Trajco ,Georgiev Trajco ,18000101,,20220331,20220508
ch14uvag00001049,,2196,,Campisi Davide,Campisi Davide,18000101,,20220331,20220508
ch14uvag00001279,,2575,,Ta Toto Dooel,Ta Toto Dooel,18000101,,20220331,20220508
ch14uvag00000875,CHE-105.173.105,1034,TCLB,Téléférique Château-d'Oex - La Braye,Télé-Château-d'Oex S.A.,18000101,,20220331,20220508
ch14uvag00249223,CHE-238.046.951,651,MSSG,MS Seestern + Gastro AG,MS Seestern + Gastro AG,18000101,,20220331,20220508
ch14uvag00107820,,2656,,Mimaris d.o.o.,Mimaris d.o.o.,18000101,,20220331,20220508
ch14uvag00001178,,2466,,SC Grup Atyc Srl,SC Grup Atyc Srl,18000101,,20220331,20220508
ch14uvag00001261,,2557,,Ditta Bonaccorso Alfio,Ditta Bonaccorso Alfio,18000101,,20220331,20220508
ch14uvag00001118,,2399,,Prevoz Golub d.o.o.,Prevoz Golub d.o.o.,18000101,,20220331,20220508
ch14uvag00001092,,2328,,Atlassib Italia Srl,Atlassib Italia Srl,18000101,,20220331,20220508
ch14uvag00166355,,2718,,Autoservizi Coiro S.r.l.,Autoservizi Coiro S.r.l.,18000101,,20220331,20220508
ch14uvag00001187,,2475,,Karel Vesely,Karel Vesely,18000101,,20220331,20220508
ch14uvag00001309,,2605,,Sindbad Spolka z organiczona odpowiedzialnoscia,Sindbad Spolka z organiczona odpowiedzialnoscia,18000101,,20220331,20220508
ch14uvag00000933,CHE-105.976.742,2818,UFA,UFA AG,UFA AG,20060626,,20220331,20220508
ch14uvag00000528,,2846,GATXD,GATX Rail Germany GmbH,GATX Rail Germany GmbH,18000101,,20220331,20220508
ch14uvag00001327,,2628,,Ludwig Arzt Omnibusverkehr ,Ludwig Arzt Omnibusverkehr ,18000101,,20220331,20220508
ch14uvag00001251,,2545,,MS-Keric O.D.,MS-Keric O.D.,18000101,,20220331,20220508
ch14uvag00001086,,2315,,"D.O.O. Firga, Export-Import","D.O.O. Firga, Export-Import",18000101,,20220331,20220508
ch14uvag00000808,,2142,SIMET ,S.I.M.E.T. S.p.A.,S.I.M.E.T. S.p.A.,18000101,,20220331,20220508
ch14uvag00000294,ATU 525 701 05,2821,EAT,EQOS-Energie Österrreich GmbH,EQOS-Energie Österrreich GmbH,18000101,,20220331,20220508
ch14uvag00001311,,2607,,Morandi Srl.,Morandi Srl.,18000101,,20220331,20220508
ch14uvag00001306,,2602,,Eurolines Kosova sh.p.k.,Eurolines Kosova sh.p.k.,18000101,,20220331,20220508
ch14uvag00001099,,2346,,Panorama Bus doo,Panorama Bus doo,18000101,,20220331,20220508
ch14uvag00165695,,2701,,FlixBus Italia S.r.l.,FlixBus Italia S.r.l.,18000101,,20220331,20220508
ch14uvag00001175,,2462,,Yubim Ltd.,Yubim Ltd.,18000101,,20220331,20220508
ch14uvag00000455,,2808,DLC,Dampflokiclub Herisau,Dampflokiclub Herisau,18000101,,20220331,20220508
ch14uvag00001108,,2377,,Durmo Tours Durmiš d.o.o.e.l.,Durmo Tours Durmiš d.o.o.e.l.,18000101,,20220331,20220508
ch14uvag00001299,,2595,,Georg Petram GmbH,Georg Petram GmbH,18000101,,20220331,20220508
ch14uvag00249224,,20660,#LEER,Stadt Dietikon,Stadt Dietikon,18000101,,20220331,20220508
ch14uvag00001133,,2418,,Hans Heun,Hans Heun,18000101,,20220331,20220508
ch14uvag00165867,,2335,,Autoservizi Zani Evaristo srl,Autoservizi Zani Evaristo srl,18000101,,20220331,20220508
ch14uvag00001192,CHE-112.202.083,2484,,E-VIAGGI SA,E-VIAGGI SA,18000101,,20220331,20220508
ch14uvag00001045,,2185,,Eurolines UK,Eurolines UK,18000101,,20220331,20220508
ch14uvag00000514,CHE-109.422.684,2985,FRST,Frutiger AG Spezialtiefbau,Frutiger AG Spezialtiefbau,20011217,,20220331,20220508
ch14uvag00249225,,20637,#LEER,Dottikon Exclusive Synthesis A,Dottikon Exclusive Synthesis A,18000101,,20220331,20220508
ch14uvag00000729,,2858,RADVE,RailAdventure GmbH,RailAdventure GmbH,18000101,,20220331,20220508
ch14uvag00249226,,3117,TXL,TX Logistik AG,TX Logistik AG,18000101,,20220331,20220508
ch14uvag00249227,,20636,#LEER,Scana Lebensmittel AG,Scana Lebensmittel AG,18000101,,20220331,20220508
ch14uvag00107776,,2907,MarCo,Maritime Container Services S.p.A.,Maritime Container Services S.p.A.,18000101,,20220331,20220508
ch14uvag00001132,,2417,,Heinz Baumann,Heinz Baumann,18000101,,20220331,20220508
ch14uvag00249228,,20619,#LEER,Tonwerke Keller AG,Tonwerke Keller AG,18000101,,20220331,20220508
ch14uvag00000816,,2975,SLB,"Salzburg AG, Salzburger Lokalbahn","Salzburg AG, Salzburger Lokalbahn",18000101,,20220331,20220508
ch14uvag00249229,,20135,#EINWROTH,Gemeinde Rothrist,Gemeinde Rothrist,18000101,,20220331,20220508
ch14uvag00001157,,2442,,Firma Mückenhausen Busunternehmen GmbH,Firma Mückenhausen Busunternehmen GmbH,18000101,,20220331,20220508
ch14uvag00001196,,2488,,"Barquense - Agencia de Viagens e Turismo, Lda","Barquense - Agencia de Viagens e Turismo, Lda",18000101,,20220331,20220508
ch14uvag00001226,,2518,,Bata Reisen,Bata Reisen,18000101,,20220331,20220508
ch14uvag00001026,,2130,,Eurobus AG,Eurobus AG,18000101,,20220331,20220508
ch14uvag00107829,,3027,RCH,Rail Cargo Hungaria Árufuvarozási Zrt.,Rail Cargo Hungaria Árufuvarozási Zrt.,18000101,,20220331,20220508
ch14uvag00166357,CHE-101.016.257,3078,LSR,Loacker Swiss Recycling AG,Loacker Swiss Recycling AG,19900917,,20220331,20220508
ch14uvag00001008,,2061,,"Intersul Transportes Internacionais Rodoviarios do Sul, Lda.","Intersul Transportes Internacionais Rodoviarios do Sul, Lda.",18000101,,20220331,20220508
ch14uvag00107801,,2669,,Nova Reisen Viaggi S.r.l.,Nova Reisen Viaggi S.r.l.,18000101,,20220331,20220508
ch14uvag00165722,CHE-115.489.610,1323,JPE,JP Excursions Sàrl,JP Excursions Sàrl,20100309,,20220331,20220508
ch14uvag00001217,,2509,,H+S Bussi s.r.o.,H+S Bussi s.r.o.,18000101,,20220331,20220508
ch14uvag00220983,,2722,,N.T.T. Kosova-M,N.T.T. Kosova-M,18000101,,20220331,20220508
ch14uvag00001016,,2085,,Almabus II Sp. z.o.o.,Almabus II Sp. z.o.o.,18000101,,20220331,20220508
ch14uvag00001003,,2022,TAC,Transports annemassiens collectifs,Transports annemassiens collectifs,18000101,,20220331,20220508
ch14uvag00107805,,3023,MECNO,MECNO Service srl,MECNO Service srl,18000101,,20220331,20220508
ch14uvag00001043,,2181,,Caputo Bus S.r.l.,Caputo Bus S.r.l.,18000101,,20220331,20220508
ch14uvag00000476,,2060,EL-PT,Intercentro,Intercentro,18000101,,20220331,20220508
ch14uvag00221604,,2733,,Kam Smark doo,Kam Smark doo,18000101,,20220331,20220508
ch14uvag00000611,,691,LFüB,Luftseilbahn Fürgangen - Bellwald,Gemeinde Bellwald,18000101,,20220331,20220508
ch14uvag00220982,,3084,TNTD,Tenutado SK s.r.o.,Tenutado SK s.r.o.,18000101,,20220331,20220508
ch14uvag00001029,,2151,,Viaggi Gulli’ s.r.l.,Viaggi Gulli’ s.r.l.,18000101,,20220331,20220508
ch14uvag00000610,CHE-106.889.985,1060,LFE,Luftseilbahn Flüelen-Eggberge AG Altdorf,Luftseilbahn Flüelen-Eggberge AG Altdorf,18000101,,20220331,20220508
ch14uvag00000753,CHE-103.211.539,2924,RS,RS Railsped SA,RS Railsped SA,18000101,,20220331,20220508
ch14uvag00249230,,20693,#HAMEX,Hamex AG,Hamex AG,18000101,,20220331,20220508
ch14uvag00249231,,1362,NPZ,Verein MThB-NPZ,Verein MThB-NPZ,18000101,,20220331,20220508
ch14uvag00249232,,20112,#ARNSCHM,Arnold Schmid Recycling AG,Arnold Schmid Recycling AG,18000101,,20220331,20220508
ch14uvag00001154,,2439,,Placke Reisen,Placke Reisen,18000101,,20220331,20220508
ch14uvag00220842,CHE-481.632.393,1337,BHE,Betriebsgemeinschaft Historischer Eisenbahnen,Betriebsgemeinschaft Historischer Eisenbahnen,20170713,,20220331,20220508
ch14uvag00249233,,2781,,Cars Philibert,Cars Philibert,18000101,,20220331,20220508
ch14uvag00000810,,2953,SITFA,SITFA S.p.A.,SITFA S.p.A.,18000101,,20220331,20220508
ch14uvag00107851,,2678,SAT,Société Annemassienne de Transports - SAT,Société Annemassienne de Transports - SAT,18000101,,20220331,20220508
ch14uvag00249234,,20383,ACTIVGR,ACTIV-GEWERBE-PARK AG,ACTIV-GEWERBE-PARK AG,18000101,,20220331,20220508
ch14uvag00001216,,2508,,Stanislav Hribik,Stanislav Hribik,18000101,,20220331,20220508
ch14uvag00000290,CHE-105.767.457,1009,ABB,Arosa Bergbahnen AG,Arosa Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00166309,CHE-103.258.498,1331,BKW,BKW Energie AG,BKW Energie AG,19031008,,20220331,20220508
ch14uvag00001179,,2467,,SC Girueta Tur Srl,SC Girueta Tur Srl,18000101,,20220331,20220508
ch14uvag00220996,,2731,,Onebus GmbH,Onebus GmbH,18000101,,20220331,20220508
ch14uvag00001129,,2412,,Kralj Expres d.o.o.,Kralj Expres d.o.o.,18000101,,20220331,20220508
ch14uvag00221615,,2074b,,Bhtours d.o.o.,Bhtours d.o.o.,18000101,,20220331,20220508
ch14uvag00000720,,2535,,Ditta Praino Viaggi,Ditta Praino Viaggi,18000101,,20220331,20220508
ch14uvag00166316,,2707,,Maxhari 2015 d.o.o.,Maxhari 2015 d.o.o.,18000101,,20220331,20220508
ch14uvag00001104,,2363,,Umberto Bartolini & C. Snc,Umberto Bartolini & C. Snc,18000101,,20220331,20220508
ch14uvag00224162,,2754,,Seatour SPA,Seatour SPA,18000101,,20220331,20220508
ch14uvag00165711,CHE-205.912.524,2687,,Via Lines SA,Via Lines SA,18000101,,20220331,20220508
ch14uvag00224186,,2753,,Olos Trade Dooel,Olos Trade Dooel,18000101,,20220331,20220508
ch14uvag00001255,CHE-114.936.115,2550,,B&J-Reisen Company GmbH,B&J-Reisen Company GmbH,18000101,,20220331,20220508
ch14uvag00224169,,2740,,Marasco Viaggi SAS Di Marasco Roberto & C.,Marasco Viaggi SAS Di Marasco Roberto & C.,18000101,,20220331,20220508
ch14uvag00224168,,2748,,Ditta Dimichele Martina,Ditta Dimichele Martina,18000101,,20220331,20220508
ch14uvag00224181,,3090,VKSWU,V.K.S. Vagon Komerc Speed spol. S.r.o.,V.K.S. Vagon Komerc Speed spol. S.r.o.,18000101,,20220331,20220508
ch14uvag00107779,CHE-261.070.829,251,TPF,Transports publics fribourgeois Trafic (TPF TRAFIC) SA (Freiburgische Verkehrsbetriebe Verkehr (TPF TRAFIC) AG),Transports publics fribourgeois Trafic (TPF TRAFIC) SA (Freiburgische Verkehrsbetriebe Verkehr (TPF TRAFIC) AG),18000101,,20220331,20220508
ch14uvag00107862,,2642,,Deutsche Post Mobility GmbH,Deutsche Post Mobility GmbH,18000101,,20220331,20220508
ch14uvag00000770,CHE-100.866.483,11,SBBC,Schweizerische Bundesbahnen SBB Cargo AG ,Schweizerische Bundesbahnen SBB Cargo AG ,18000101,,20220331,20220508
ch14uvag00165708,CHE-111.717.628,2930,KREBS,Krebs Gleisbau AG ,Krebs Gleisbau AG ,20040616,,20220331,20220508
ch14uvag00249235,,20323,#MOAG,MOAG Mörschwil AG,MOAG Mörschwil AG,18000101,,20220331,20220508
ch14uvag00165692,,2696,,Bobivit-GMB d.o.o.,Bobivit-GMB d.o.o.,18000101,,20220331,20220508
ch14uvag00249236,,20364,#IGG,Industrie-Geleise-Genossenschaft Horw-Kriens (IGG),Industrie-Geleise-Genossenschaft Horw-Kriens (IGG),18000101,,20220331,20220508
ch14uvag00000417,CHE-105.622.304,2972,CBB,Centralbahn AG,Centralbahn AG,20000808,,20220331,20220508
ch14uvag00221001,,1343,SERMA,Société d'exploitation des remontées mecaniques de Morzine Avoriaz,Société d'exploitation des remontées mecaniques de Morzine Avoriaz,18000101,,20220331,20220508
ch14uvag00224179,,2745,,S.T.A.C. S.r.l.,S.T.A.C. S.r.l.,18000101,,20220331,20220508
ch14uvag00001073,,2267,,Fudeks d.o.o.,Fudeks d.o.o.,18000101,,20220331,20220508
ch14uvag00224163,CHE-101.955.190,159,LTSA,La Traction SA,La Traction SA,19910820,,20220331,20220508
ch14uvag00224184,,2739,,Schmid GmbH,Schmid GmbH,18000101,,20220331,20220508
ch14uvag00001111,,2382,,Calanda Viaggi S.r.l. (vormals: Calanda Viaggi S.a.S. die Maiolo Maria),Calanda Viaggi S.r.l. (vormals: Calanda Viaggi S.a.S. die Maiolo Maria),18000101,,20220331,20220508
ch14uvag00107780,CHE-488.161.213,250,TPFI,Transports publics fribourgeois Infrastructure (TPF INFRA) SA,Transports publics fribourgeois Infrastructure (TPF INFRA) SA,18000101,,20220331,20220508
ch14uvag00224176,,2738,TLB,Tiroler Linien Bus GmbH,Tiroler Linien Bus GmbH,18000101,,20220331,20220508
ch14uvag00224177,,2759,,Comuto Pro,Comuto Pro,18000101,,20220331,20220508
ch14uvag00000429,CHE-105.944.653,40,CJ,Compagnie des Chemins de fer du Jura (C.J.) SA,Compagnie des Chemins de fer du Jura (C.J.) SA,18000101,,20220331,20220508
ch14uvag00000318,CHE-105.742.167,168,AS,Autobetrieb Sernftal AG,Autobetrieb Sernftal AG,19031118,,20220331,20220508
ch14uvag00000943,CHE-103.178.209,523,VBL,Verkehrsbetriebe Luzern AG,Verkehrsbetriebe Luzern AG,20091130,,20220331,20220508
ch14uvag00000818,CHE-108.975.928,1204,SMF,Sportbahnen Melchsee-Frutt,Korporation Kerns,18000101,,20220331,20220508
ch14uvag00000439,CHE-110.250.881,2896,CVI,"C. Vanoli AG, Bauunternehmung","C. Vanoli AG, Bauunternehmung",20031008,,20220331,20220508
ch14uvag00000795,CHE-109.422.595,2890,SERSA,SERSA GROUP MANAGEMENT AG,SERSA GROUP MANAGEMENT AG,20011213,,20220331,20220508
ch14uvag00224182,CHE-442.960.617,2736,,Fantasia Mirkovic,Fantasia Mirkovic,18000101,,20220331,20220508
ch14uvag00220993,CHE-300.577.755,645,KAT,Katjaboat SA,Katjaboat SA,18000101,,20220331,20220508
ch14uvag00000749,CHE-112.658.046,2943,DBCCH,DB Cargo Schweiz GmbH,DB Cargo Schweiz GmbH,20051201,,20220331,20220508
ch14uvag00000436,CHE-103.665.314,88,CSG,Associazione CSG Swiss Railpark St. Gotthard ,Associazione CSG Swiss Railpark St. Gotthard ,19800521,,20220331,20220508
ch14uvag00000584,CHE-101.888.056,1087,KMB,Klosters-Madrisa Bergbahnen AG,Klosters-Madrisa Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00224154,,2744,,Europe Travelling s.r.o.,Europe Travelling s.r.o.,18000101,,20220331,20220508
ch14uvag00001257,CHE-105.423.785,2552,,R.G.V. Automezzi SA,R.G.V. Automezzi SA,18000101,,20220331,20220508
ch14uvag00249237,DE 812 563 859,3129,CFLDE,CFL Cargo Deutschland GmbH,CFL Cargo Deutschland GmbH,18000101,,20220331,20220508
ch14uvag00165706,CHE-292.443.027,1322,TSSA,TéléSion SA,TéléSion SA,20150204,,20220331,20220508
ch14uvag00000322,,2034,ASFA,ASF Autolinee S.r.l.,ASF Autolinee S.r.l.,18000101,,20220331,20220508
ch14uvag00001206,,2498,,"SAD - Kosicka dopravna spolocnost, a.s.","SAD - Kosicka dopravna spolocnost, a.s.",18000101,,20220331,20220508
ch14uvag00001067,CHE-109.904.322,2252,,Double TT cars Sàrl,Double TT cars Sàrl,18000101,,20220331,20220508
ch14uvag00249238,,20649,#LEER,Centre d'Impression des Ronquoz C.I.R. SA,Centre d'Impression des Ronquoz C.I.R. SA,18000101,,20220331,20220508
ch14uvag00249239,,2796,,Keric Reisen GmbH,Keric Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000609,CHE-106.008.532,1056,LFCh,Luftseilbahn Fell-Chrüzhütte (LFCh) AG,Luftseilbahn Fell-Chrüzhütte (LFCh) AG,18000101,,20220331,20220508
ch14uvag00249240,,20581,#LEER,Ott Immobilien AG,Ott Immobilien AG,18000101,,20220331,20220508
ch14uvag00000820,CHE-106.075.095,1133,SMGI,Skilifte Mörlialp Giswil,Skilifte Mörlialp AG,18000101,,20220331,20220508
ch14uvag00249241,CHE-106.106.123,20653,FENAC,fenaco Genossenschaft,fenaco Genossenschaft,18000101,,20220331,20220508
ch14uvag00000587,CHE-106.841.263,2834,KUMA,Kummler + Matter AG,Kummler + Matter AG,19990111,,20220331,20220508
