xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H
ch14uvag00235252,ch:1:sloid:89993:0:4,,4,,,20190722,,20220508,ch14uvag00040747,2599789.446,1198322.634,535.4
ch14uvag00236446,ch:1:sloid:89449:1:1,,1,,,20200703,,20220508,ch14uvag00057161,2616205.199,1270250.494,286.7
ch14uvag00247472,ch:1:sloid:77075:0:2,,2,,,20220301,,20220508,ch14uvag00048722,2662367,1231300,541
ch14uvag00231674,ch:1:sloid:71708:1:8,,14,,,20081214,,20220508,ch14uvag00061265,2614591.903,1178966.259,566.3
ch14uvag00238195,ch:1:sloid:6274:0:648178,,1,,,20210211,,20220508,ch14uvag00042911,2742091,1224392.999,2259.1
ch14uvag00232318,ch:1:sloid:66:1:1,,1,,,20200703,,20220508,ch14uvag00064160,2606296.413,1259624.363,350.2
ch14uvag00227682,ch:1:sloid:88785:1:5,,5,,,20200703,,20220508,ch14uvag00054258,2613623.417,1262838.338,276.9
ch14uvag00241248,ch:1:sloid:76395:0:04,,4,,,20210401,,20220508,ch14uvag00041150,2586453,1222312,477.1
ch14uvag00243582,ch:1:sloid:88977::401505,,5,,,20211212,,20220508,ch14uvag00052235,2717801,1096057,275
ch14uvag00234739,ch:1:sloid:76126::53,,53,,,20220207,,20220508,ch14uvag00058267,2694618,1227455,626.1
ch14uvag00241984,ch:1:sloid:78730:0:01,,1,,,20210504,,20220508,ch14uvag00051521,2656082,1248804,406.5
ch14uvag00241977,ch:1:sloid:90162:0:01,,1,,,20210504,,20220508,ch14uvag00039023,2658149,1247002,449.2
ch14uvag00230017,ch:1:sloid:193:1:91,,91,,,20200703,,20220508,ch14uvag00039986,2611178.127,1266459.996,279.4
ch14uvag00240781,ch:1:sloid:95142:0:7,,7,,,20210401,,20220508,ch14uvag00040753,2599622,1198272,541.7
ch14uvag00237105,ch:1:sloid:77299::1,,1,,,20210201,,20220508,ch14uvag00042360,2649741.89002,1218354.10635,565
ch14uvag00232404,ch:1:sloid:71479:0:2,B,2,,,20190101,,20220508,ch14uvag00042499,2594866.915,1220805.931,442.921
ch14uvag00225974,ch:1:sloid:95263::61,,61,,,20220207,,20220508,ch14uvag00049596,2703914,1243020,559.7
ch14uvag00228184,ch:1:sloid:76807:1:3,,14,,,19990101,,20220508,ch14uvag00061800,2608749.263,1176450.618,689.6
ch14uvag00234782,ch:1:sloid:71620:0:2,D,2,,,20200703,,20220508,ch14uvag00054299,2609236,1191275,530.2
ch14uvag00232329,ch:1:sloid:3063::1,,1,,,20220207,,20220508,ch14uvag00048654,2694231,1240150,558.5
ch14uvag00233354,ch:1:sloid:91170::20,,20,,,20220207,,20220508,ch14uvag00065108,2680645,1247321,420.4
ch14uvag00240864,ch:1:sloid:76951::769512,,769512,,,20210101,,20220508,ch14uvag00040856,2621098,1224606,479.2
ch14uvag00229278,ch:1:sloid:91024::51,,51,,,20220207,,20220508,ch14uvag00064644,2687601,1245014,578.5
ch14uvag00229433,ch:1:sloid:76225::51,,51,,,20220207,,20220508,ch14uvag00064802,2689133,1243473,640.1
ch14uvag00230086,ch:1:sloid:73581::50,,50,,,20220207,,20220508,ch14uvag00063048,2689884,1231211,566.1
ch14uvag00229065,ch:1:sloid:75925::51,,51,,,20220207,,20220508,ch14uvag00049167,2696128,1251866,543.2
ch14uvag00236441,ch:1:sloid:92679:0:311037,G,etoi03,58.00,25.00,20220408,,20220508,ch14uvag00042713,2498776.458,1115970.2,379.4
ch14uvag00236450,ch:1:sloid:76621:1:1,,10,,,20061210,,20220508,ch14uvag00038630,2614695.732,1187023.262,693.8
ch14uvag00228050,ch:1:sloid:78274:1:1,,1,,,20200703,,20220508,ch14uvag00063968,2629141.416,1261290.356,394.9
ch14uvag00230917,ch:1:sloid:89324:1:4,,4,,,20200703,,20220508,ch14uvag00040091,2612960.193,1268512.432,257.8
ch14uvag00230966,ch:1:sloid:92984:0:267129,,lero00,17.00,14.00,20200106,,20220508,ch14uvag00056124,2497374.341,1114267.176,399.6
ch14uvag00228047,ch:1:sloid:78270:1:1,,1,,,20200703,,20220508,ch14uvag00063969,2628274.419,1260052.337,557.1
ch14uvag00239440,ch:1:sloid:93515::2,,2,,,20210201,,20220508,ch14uvag00039426,2690670.00094,1191293.98531,446.6
ch14uvag00227495,ch:1:sloid:72205:1:2,,2,,,20200703,,20220508,ch14uvag00044547,2613062.416,1259420.34,300.5
ch14uvag00227457,ch:1:sloid:76258::51,,51,,,20220207,,20220508,ch14uvag00042145,2675546,1256889,441.7
ch14uvag00237955,ch:1:sloid:31125:0:41675,,1,,,20210211,,20220508,ch14uvag00165383,2734590,1189087,2316.1
ch14uvag00237952,ch:1:sloid:30552:0:570182,,2,,,20210211,,20220508,ch14uvag00043894,2735550,1188637,2212.9
ch14uvag00237963,ch:1:sloid:31320:0:5134,,1,,,20210211,,20220508,ch14uvag00220757,2744368,1157007,1484
ch14uvag00236088,ch:1:sloid:76559:2:13,,22,,,19980101,,20220508,ch14uvag00061302,2614375.341,1178553.895,557.8
ch14uvag00236091,ch:1:sloid:76559:2:15,,17,,,19980101,,20220508,ch14uvag00061302,2614375.341,1178553.895,557.8
ch14uvag00236080,ch:1:sloid:76559:1:2,,25,,,19980101,,20220508,ch14uvag00061302,2614429.04,1178484.24,558.2
ch14uvag00236479,ch:1:sloid:76866:1:2,,11,,,19930201,,20220508,ch14uvag00061324,2614944.826,1178339.771,563.3
ch14uvag00234716,ch:1:sloid:88258:0:1,,1,,,20200703,,20220508,ch14uvag00054321,2608971,1192723,540.9
ch14uvag00234721,ch:1:sloid:7055:0:11,,11,,,20190101,,20220508,ch14uvag00050720,2607984.17,1197386.778,614.1
ch14uvag00231924,ch:1:sloid:92948:0:222932,,mass00,9.00,14.00,20200106,,20220508,ch14uvag00047519,2497782.355,1119990.154,437.7
ch14uvag00231986,ch:1:sloid:92887:0:129244,,ptar02,30.00,15.00,20200106,,20220508,ch14uvag00046872,2500000.496,1116785.182,377.4
ch14uvag00232000,ch:1:sloid:87087:0:782489,,russ01,20.00,15.00,20200106,,20220508,ch14uvag00057772,2489982.282,1116227.161,419.5
ch14uvag00248255,ch:1:sloid:89570:0:541540,,8957001,25.00,10.00,20220301,,20220508,ch14uvag00060012,2747005,1253444,772
ch14uvag00227942,ch:1:sloid:76820:1:3,,12,,,19990101,,20220508,ch14uvag00056180,2606867.147,1175487.236,685.9
ch14uvag00248266,ch:1:sloid:89628:0:311105,,8962801,25.00,16.00,20220301,,20220508,ch14uvag00060110,2745167,1253883,676
ch14uvag00248268,ch:1:sloid:89631:0:308914,,8963101,35.00,16.00,20220301,,20220508,ch14uvag00060116,2748546,1256693,676
ch14uvag00242325,ch:1:sloid:91531::308001,,1,,,20211212,,20220508,ch14uvag00039403,2703727,1111974,196.5
ch14uvag00248267,ch:1:sloid:89628:0:396833,,8962802,25.00,16.00,20220301,,20220508,ch14uvag00060110,2745159,1253900,677
ch14uvag00248265,ch:1:sloid:89903:0:127709,,8990302,15.00,12.00,20220301,,20220508,ch14uvag00060103,2745273,1253092,754
ch14uvag00248264,ch:1:sloid:89624:0:590231,,8962401,20.00,8.00,20220301,,20220508,ch14uvag00060101,2746257,1256150,749
ch14uvag00248270,ch:1:sloid:95871:0:555616,,9587102,20.00,2.00,20220301,,20220508,ch14uvag00165605,2749349,1256251,650
ch14uvag00240546,ch:1:sloid:8064::2,2,#2,120.00,32.00,20210301,,20220508,ch14uvag00039658,2607274,1219910,472
ch14uvag00248271,ch:1:sloid:95871:0:525764,,9587101,20.00,2.00,20220301,,20220508,ch14uvag00165605,2749329,1256287,650
ch14uvag00233025,ch:1:sloid:90027:0:2,,2,,,20190722,,20220508,ch14uvag00040664,2600025.457,1200304.588,539.9
ch14uvag00233066,ch:1:sloid:90091:0:2,,2,,,20190722,,20220508,ch14uvag00040756,2602972.435,1199454.503,576.8
ch14uvag00240703,ch:1:sloid:5170:0:328103,2,2,150.00,37.00,20210308,,20220508,ch14uvag00054364,2689612.08719,1166331.71632,1825
ch14uvag00236534,ch:1:sloid:81540::81,,81,,,20210720,,20220508,ch14uvag00062143,2695399,1245038,463.3
ch14uvag00247333,ch:1:sloid:93422:0:2,,2,,,20220301,,20220508,ch14uvag00054824,2676390,1229430,421
ch14uvag00247341,ch:1:sloid:95339:0:2,,2,,,20220301,,20220508,ch14uvag00063147,2681598,1217768,523
ch14uvag00228437,ch:1:sloid:93004:0:908664,,mepr04,20.00,14.00,20200106,,20220508,ch14uvag00053098,2506515.131,1122031.22,434
ch14uvag00228451,ch:1:sloid:92929:0:268022,,wtc00,18.00,16.00,20200106,,20220508,ch14uvag00046916,2497221.326,1120649.166,419.7
ch14uvag00233372,ch:1:sloid:77004:0:7,,7,,,20190101,,20220508,ch14uvag00055719,2603781.371,1200777.44,551.961
ch14uvag00229814,ch:1:sloid:90867::50,,50,,,20220207,,20220508,ch14uvag00063081,2694381,1230762,448.1
ch14uvag00234417,ch:1:sloid:91227::10,,10,,,20220207,,20220508,ch14uvag00065169,2682000,1247658,411
ch14uvag00231718,ch:1:sloid:76554:1:1,,11,,,20101212,,20220508,ch14uvag00061288,2615102.38,1179007.881,624.7
ch14uvag00227030,ch:1:sloid:96078::50,,50,,,20220207,,20220508,ch14uvag00220684,2691339,1263723,396.8
ch14uvag00232656,ch:1:sloid:91221::10,,10,,,20220207,,20220508,ch14uvag00065164,2685554,1246193,484.6
ch14uvag00246390,ch:1:sloid:7899:1:8,,17,,,20220202,,20220508,ch14uvag00061230,2611354.5909,1178709.58578,564.1
ch14uvag00243839,ch:1:sloid:90274:0:01,,1,,,20200507,,20220508,ch14uvag00059906,2670100.949,1253800.973,391.7
ch14uvag00234418,ch:1:sloid:91227::11,,11,,,20220207,,20220508,ch14uvag00065169,2682001,1247651,411.1
ch14uvag00232908,ch:1:sloid:91219::10,,10,,,20220207,,20220508,ch14uvag00065162,2682437,1248072,408.5
ch14uvag00231242,ch:1:sloid:90785::54,,54,,,20220207,,20220508,ch14uvag00058712,2692380,1242001,656.8
ch14uvag00228220,ch:1:sloid:7177:1:1,,10,,,20031214,,20220508,ch14uvag00053296,2622913.175,1171687.709,565.2
ch14uvag00229770,ch:1:sloid:89356:1:2,,2,,,20200703,,20220508,ch14uvag00040147,2610339.897,1266449.128,279.4
ch14uvag00230537,ch:1:sloid:76796:1:2,,14,,,20161211,,20220508,ch14uvag00046157,2606737.061,1178849.068,660.1
ch14uvag00239168,ch:1:sloid:95595::2,,2,,,20210201,,20220508,ch14uvag00056249,2788926.20963,1151759.4205,1783
ch14uvag00229857,ch:1:sloid:90856::50,,50,,,20220207,,20220508,ch14uvag00063056,2693483,1231722,410.8
ch14uvag00229710,ch:1:sloid:91006::51,,51,,,20220207,,20220508,ch14uvag00064016,2699901,1262144,457.9
ch14uvag00233589,ch:1:sloid:87652::1,,1,,,20220207,,20220508,ch14uvag00058906,2687043,1251145,427.9
ch14uvag00235332,ch:1:sloid:91201::23,,23,,,20220207,,20220508,ch14uvag00065144,2680478,1251016,519.3
ch14uvag00233559,ch:1:sloid:91210::21,,21,,,20220207,,20220508,ch14uvag00065152,2681199,1242500,475.2
ch14uvag00228320,ch:1:sloid:3217:0:25421,,bmai00,24.00,15.00,20200106,,20220508,ch14uvag00221651,2500991.451,1123396.188,376.6
ch14uvag00227975,ch:1:sloid:87471:1:5,,13,,,20141214,,20220508,ch14uvag00048051,2614464.255,1174108.241,562.4
ch14uvag00243549,ch:1:sloid:91491::500801,,1,,,20211212,,20220508,ch14uvag00053216,2720227,1081658,355.2
ch14uvag00226887,ch:1:sloid:76553:1:1,,11,,,19980101,,20220508,ch14uvag00047309,2616593.24,1178649.909,859.4
ch14uvag00227214,ch:1:sloid:90820::50,,50,,,20220207,,20220508,ch14uvag00061192,2685708,1237717,457.1
ch14uvag00227217,ch:1:sloid:90819::51,,51,,,20220207,,20220508,ch14uvag00061190,2685812,1237456,459.1
ch14uvag00231157,ch:1:sloid:76107::51,,51,,,20220207,,20220508,ch14uvag00057042,2696392,1228900,408.5
ch14uvag00230220,ch:1:sloid:90491::51,,51,,,20220207,,20220508,ch14uvag00039443,2691657,1233495,411
ch14uvag00229124,ch:1:sloid:90219::51,,51,,,20220207,20221210,20220508,ch14uvag00044395,2672818,1250899,390.6
ch14uvag00231622,ch:1:sloid:93026:0:598031,,myrn03,20.00,11.00,20200106,,20220508,ch14uvag00053369,2494551.296,1120695.141,440
ch14uvag00241114,ch:1:sloid:8960::89604,,89604,,,20210101,,20220508,ch14uvag00042560,2623094,1229300,480.8
ch14uvag00238879,ch:1:sloid:77292::2,,2,,,20210201,,20220508,ch14uvag00057779,2653810.25507,1213889.65633,670.7
ch14uvag00238257,ch:1:sloid:30387:0:741929,,1,,,20210211,,20220508,ch14uvag00050161,2676042,1214383,458.3
ch14uvag00227703,ch:1:sloid:88795:1:3,,3,,,20200703,,20220508,ch14uvag00061220,2608638.421,1260575.335,313.9
ch14uvag00228871,ch:1:sloid:87091:0:783206,,srma01,,,20200106,,20220508,ch14uvag00059791,2491960.268,1111108.081,452.1
ch14uvag00232792,ch:1:sloid:91223::21,,21,,,20220207,,20220508,ch14uvag00065166,2679981,1250792,465.3
ch14uvag00233300,ch:1:sloid:91214::20,,20,,,20220207,,20220508,ch14uvag00065156,2679486,1247050,439.7
ch14uvag00231333,ch:1:sloid:73553::50,,50,,,20220207,,20220508,ch14uvag00048877,2687049,1235149,451.5
ch14uvag00238590,ch:1:sloid:89766::5,,5,,,20210201,,20220508,ch14uvag00052412,2665674.06407,1209783.67852,452.7
ch14uvag00237251,ch:1:sloid:77161::10,,10,,,20210201,,20220508,ch14uvag00044708,2668648.7722,1215206.46439,421
ch14uvag00239175,ch:1:sloid:74937::2,,2,,,20210201,,20220508,ch14uvag00056255,2788921.77504,1152318.4827,1789.7
ch14uvag00248272,ch:1:sloid:89559:0:347768,,8955901,25.00,10.00,20220301,,20220508,ch14uvag00059993,2746051,1253916,724
ch14uvag00248288,ch:1:sloid:89589:0:176274,,8958902,15.00,2.00,20220301,,20220508,ch14uvag00060042,2747286,1256300,680
ch14uvag00248276,ch:1:sloid:88966:0:772273,,8896601,20.00,18.00,20220301,,20220508,ch14uvag00038453,2741897,1254056,649
ch14uvag00229831,ch:1:sloid:88781:1:2,,2,,,20200703,,20220508,ch14uvag00040000,2610760.408,1268449.607,257.7
ch14uvag00231308,ch:1:sloid:92870:0:549856,,muse02,25.00,16.00,20200106,,20220508,ch14uvag00046851,2501176.457,1117132.174,404.6
ch14uvag00243662,ch:1:sloid:91579::410101,,1,,,20211212,,20220508,ch14uvag00038756,2719104,1096256,480.9
ch14uvag00248279,ch:1:sloid:89904:0:681398,,8990401,15.00,12.00,20220301,,20220508,ch14uvag00060013,2745200,1252999,765
ch14uvag00242214,ch:1:sloid:30828::36402,,2,,,20211212,,20220508,ch14uvag00055655,2704675,1114708,327.3
ch14uvag00238865,ch:1:sloid:94422::1,,1,,,20210201,,20220508,ch14uvag00043341,2760736.57303,1191924.51912,714.6
ch14uvag00236593,ch:1:sloid:96051:1:2,,2,,,20200703,,20220508,ch14uvag00220653,2623592.406,1249825.339,499.8
ch14uvag00228984,ch:1:sloid:87080:0:900427,,onex02,31.00,14.00,20200106,,20220508,ch14uvag00055543,2496545.336,1115555.185,426.5
ch14uvag00226222,ch:1:sloid:88017::51,,51,,,20220207,,20220508,ch14uvag00053061,2692635,1237183,566
ch14uvag00228463,ch:1:sloid:76564:1:2,,11,,,19980101,,20220508,ch14uvag00048363,2616863.328,1178028.061,822
ch14uvag00238460,ch:1:sloid:30516:0:825799,,1,,,20210211,,20220508,ch14uvag00053813,2719995,1220602.999,981.1
ch14uvag00243626,ch:1:sloid:78999::469501,,1,,,20211212,,20220508,ch14uvag00052230,2717168,1097351,362.6
ch14uvag00239147,ch:1:sloid:9084:0:886779,,2,,,20210211,,20220508,ch14uvag00049005,2781966,1188138,2217.5
ch14uvag00239153,ch:1:sloid:9085:0:311771,,4,,,20210211,,20220508,ch14uvag00063559,2780618,1189680,2670.7
ch14uvag00230453,ch:1:sloid:91914:1:1,,12,,,20101212,,20220508,ch14uvag00061290,2612398.755,1179557.851,557.5
ch14uvag00240522,ch:1:sloid:1664:0:868298,1,1,85.00,0.00,20210308,,20220508,ch14uvag00046981,2664753.18926,1149269.01895,1339.9
ch14uvag00234225,ch:1:sloid:76512:1:3,,13,,,19930201,,20220508,ch14uvag00047779,2646542.625,1163948.382,1056
ch14uvag00238523,ch:1:sloid:89676::1,,1,,,20210201,,20220508,ch14uvag00048918,2665848.88689,1206749.6745,443.1
ch14uvag00242324,ch:1:sloid:91524::308801,,1,,,20211212,,20220508,ch14uvag00039396,2704434,1112006,197.4
ch14uvag00243913,ch:1:sloid:91521::308301,,1,,,20211212,,20220508,ch14uvag00039393,2703590,1112720,204.8
ch14uvag00232726,ch:1:sloid:76528:1:1,,10,,,19930201,,20220508,ch14uvag00047799,2644511.36,1163978.956,961
ch14uvag00229792,ch:1:sloid:89339:1:3,,3,,,20200703,,20220508,ch14uvag00040118,2611207.727,1264991.043,332.6
ch14uvag00234384,ch:1:sloid:77206:0:902554,B,B,,,20201221,,20220508,ch14uvag00050175,2676126,1214987,440
ch14uvag00239135,ch:1:sloid:89771::1,,1,,,20210201,,20220508,ch14uvag00052417,2665809.52947,1210130.95023,449.1
ch14uvag00247459,ch:1:sloid:77073:0:2,,2,,,20220301,,20220508,ch14uvag00048724,2662070,1230619,483
ch14uvag00247456,ch:1:sloid:77070:0:1,,1,,,20220301,,20220508,ch14uvag00048723,2662428,1230766,497
ch14uvag00247462,ch:1:sloid:77079:0:1,,1,,,20220301,,20220508,ch14uvag00048132,2664999,1232634,821
ch14uvag00237101,ch:1:sloid:77333::1,,1,,,20210201,,20220508,ch14uvag00042362,2651114.82443,1219728.99767,610.1
ch14uvag00225877,ch:1:sloid:88097::50,,50,,,20220207,,20220508,ch14uvag00062932,2693663,1249123,455.9
ch14uvag00237420,ch:1:sloid:9281:0:818882,,2,,,20210211,,20220508,ch14uvag00053899,2816327,1188322.001,2142
ch14uvag00226843,ch:1:sloid:87877:1:2,,13,,,20000127,,20220508,ch14uvag00061311,2613903.949,1175832.685,561.7
ch14uvag00232111,ch:1:sloid:87387:0:544966,,bair06,55.00,25.00,20190101,,20220508,ch14uvag00046766,2500065.496,1117760.167,374.3
ch14uvag00237691,ch:1:sloid:31266:0:958201,,1,,,20210211,,20220508,ch14uvag00220479,2636615,1102464,2842.9
ch14uvag00231089,ch:1:sloid:7873:1:2,,10,,,19990101,,20220508,ch14uvag00063430,2605285.164,1179336.749,604.8
ch14uvag00242116,ch:1:sloid:94461::530302,,2,,,20211212,,20220508,ch14uvag00053238,2719800,1081520,315.1
ch14uvag00229780,ch:1:sloid:88489:2:2,A,2,,,20200703,,20220508,ch14uvag00040173,2610929.792,1267379.932,271.9
ch14uvag00231901,ch:1:sloid:93011:0:157499,,zimg00,20.00,14.00,20200106,,20220508,ch14uvag00053377,2494034.296,1119691.148,429.3
ch14uvag00247579,ch:1:sloid:77122:0:2,,2,,,20220301,,20220508,ch14uvag00045777,2670657,1224480,486
ch14uvag00235823,ch:1:sloid:7592:0:01,,1,,,20201213,,20220508,ch14uvag00225335,2667513,1256879,405
ch14uvag00235836,ch:1:sloid:92660:0:251655,,prbe07,20.00,22.00,20200106,,20220508,ch14uvag00040797,2495473.297,1115052.177,431.2
ch14uvag00249361,ch:1:sloid:91763:0:02,,104202,12.00,10.00,20220329,,20220508,ch14uvag00060704,2687598.44759,1212415.85411,657.1
ch14uvag00227889,ch:1:sloid:17413:1:3,,3,,,20200703,,20220508,ch14uvag00054107,2614996.96,1264479.935,281.5
ch14uvag00225850,ch:1:sloid:76219::80,,80,,,20210720,,20220508,ch14uvag00050147,2687294,1240859,486.9
ch14uvag00227676,ch:1:sloid:78181:1:2,,2,,,20200703,,20220508,ch14uvag00054273,2612540.403,1263723.352,289.2
ch14uvag00227674,ch:1:sloid:78227:1:2,,2,,,20200703,,20220508,ch14uvag00038598,2612655.425,1259520.361,290.3
ch14uvag00248282,ch:1:sloid:89576:0:580908,,8957602,30.00,6.00,20220301,,20220508,ch14uvag00060020,2745439,1253692,687
ch14uvag00248300,ch:1:sloid:89573:0:221063,,8957302,30.00,6.00,20220301,,20220508,ch14uvag00060017,2743148,1252789,635
ch14uvag00248293,ch:1:sloid:89555:0:460113,C,8955503,10.00,8.00,20220301,,20220508,ch14uvag00059989,2747384,1255719,648
ch14uvag00248298,ch:1:sloid:94345:0:540539,,9434501,15.00,6.00,20220301,,20220508,ch14uvag00060011,2746024,1254140,674
ch14uvag00235343,ch:1:sloid:88490:1:2,,11,,,20020904,,20220508,ch14uvag00061673,2620901.765,1174726.882,882
ch14uvag00248296,ch:1:sloid:89555:0:694661,D,8955504,10.00,9.00,20220301,,20220508,ch14uvag00059989,2747391,1255722,648
ch14uvag00228456,ch:1:sloid:76565:1:3,,11,,,19980101,,20220508,ch14uvag00048364,2616913.968,1178325.827,775
ch14uvag00247463,ch:1:sloid:77079:0:2,,2,,,20220301,,20220508,ch14uvag00048132,2664880,1232589,819
ch14uvag00227685,ch:1:sloid:93502:1:1,,1,,,20200703,,20220508,ch14uvag00054267,2613498.423,1262543.34,272.8
ch14uvag00235703,ch:1:sloid:88997:0:1,,1,,,20190722,,20220508,ch14uvag00040685,2602164.494,1198201.618,540.2
ch14uvag00235701,ch:1:sloid:90100:0:2,,2,,,20190722,,20220508,ch14uvag00050101,2599802.418,1197752.54,558.6
ch14uvag00228447,ch:1:sloid:87924:0:582509,,bldo04,,,20200106,,20220508,ch14uvag00062466,2496452.261,1119885.182,418.6
ch14uvag00247453,ch:1:sloid:77350:0:2,,2,,,20220301,,20220508,ch14uvag00038985,2661533,1232251,485
ch14uvag00237856,ch:1:sloid:31071:0:847752,,Plattja,,,20210816,,20220508,ch14uvag00165596,2632445.30611,1113889.13364,2863.5
ch14uvag00237953,ch:1:sloid:30552:0:305155,,3,,,20210211,,20220508,ch14uvag00043894,2735544,1188716,2213.8
ch14uvag00237865,ch:1:sloid:30975:0:860098,,1,,,20210211,,20220508,ch14uvag00107685,2632806,1116197,2201.4
ch14uvag00231459,ch:1:sloid:92904:0:204490,,seuj00,18.00,11.00,20200106,,20220508,ch14uvag00046891,2499165.501,1117783.166,380.9
ch14uvag00235133,ch:1:sloid:72:1:1,,1,,,20200703,,20220508,ch14uvag00049069,2608792.415,1261779.345,300.2
ch14uvag00244662,ch:1:sloid:74422:0:01,,1,,,20211212,,20220508,ch14uvag00223853,2759967,1220578,944
ch14uvag00232429,ch:1:sloid:89316:1:4,,4,,,20200703,,20220508,ch14uvag00040080,2612459.625,1268170.287,255.8
ch14uvag00245501,ch:1:sloid:78447:0:02,,2,,,20211212,,20220508,ch14uvag00044356,2768456,1249891,411
ch14uvag00245066,ch:1:sloid:2637:0:2,,2,30.00,16.00,20211212,,20220508,ch14uvag00221843,2560205.43678,1137802.0948,373.9
ch14uvag00244668,ch:1:sloid:81822:0:02,,2,,,20211212,,20220508,ch14uvag00223747,2757700,1231221,475
ch14uvag00237650,ch:1:sloid:30961:0:415084,,1,,,20210211,,20220508,ch14uvag00107717,2565822,1107637,1726.9
ch14uvag00241456,ch:1:sloid:7063::5,5,#5,120.00,32.00,20210301,,20220508,ch14uvag00064323,2609428,1197675,582
ch14uvag00243432,ch:1:sloid:87020::1,,1,,,20220207,,20220508,ch14uvag00044384,2672956,1250909,388.5
ch14uvag00228457,ch:1:sloid:76565:1:2,,10,,,19980101,,20220508,ch14uvag00048364,2616913.968,1178325.827,775
ch14uvag00229964,ch:1:sloid:88064:1:2,,2,,,20200703,,20220508,ch14uvag00040078,2612232.406,1264397.341,325.4
ch14uvag00238964,ch:1:sloid:8450::23,Y,23,,,20210201,,20220508,ch14uvag00052413,2666270.49034,1211413.4848,435.9
ch14uvag00238781,ch:1:sloid:89787::2,,2,,,20210201,,20220508,ch14uvag00052438,2666615.72539,1210022.82715,481.6
ch14uvag00229991,ch:1:sloid:94536:1:1,,10,,,20110418,,20220508,ch14uvag00061332,2611946.276,1179004.897,562
ch14uvag00243246,ch:1:sloid:91570::337802,,2,,,20211212,,20220508,ch14uvag00061101,2708536,1114963,197.7
ch14uvag00226552,ch:1:sloid:71463:0:2,,2,,,20190101,,20220508,ch14uvag00044364,2594352.658,1217525.606,463.928
ch14uvag00229830,ch:1:sloid:88781:1:1,,1,,,20200703,,20220508,ch14uvag00040000,2610748.515,1268484.666,257.6
ch14uvag00238792,ch:1:sloid:87735::1,,1,,,20210201,,20220508,ch14uvag00060938,2649449.80065,1224543.02955,525.2
ch14uvag00239441,ch:1:sloid:30960:0:571425,,1,,,20210211,,20220508,ch14uvag00107747,2783577,1183166.001,2386.5
ch14uvag00238223,ch:1:sloid:30105:0:103905,,2,,,20210211,,20220508,ch14uvag00058438,2583023,1107935,2341.4
ch14uvag00237381,ch:1:sloid:31117:0:178313,,1,,,20210211,,20220508,ch14uvag00165446,2757515,1186637.001,1947.6
ch14uvag00237399,ch:1:sloid:8502:0:358092,,1,,,20210211,,20220508,ch14uvag00045168,2674539,1185770.001,1014.2
ch14uvag00234559,ch:1:sloid:78945:0:2,,2,,,20200703,,20220508,ch14uvag00054322,2609870.327,1191571.261,559.5
ch14uvag00230439,ch:1:sloid:88478:1:5,,11,,,20020829,,20220508,ch14uvag00061283,2612990.365,1178871.605,560.9
ch14uvag00236833,ch:1:sloid:9160:0:99642,,1,,,20210211,,20220508,ch14uvag00039311,2771028,1183821.001,1747.3
ch14uvag00236847,ch:1:sloid:77395::1,,1,,,20210201,,20220508,ch14uvag00042528,2692770.78222,1192186.53778,506.8
ch14uvag00242563,ch:1:sloid:91551::338201,,1,,,20211212,,20220508,ch14uvag00052133,2701571,1114327,239.2
